origin,anchor,target,forecast,actual,ape
2013-11-01,2013-08-01,2014-11-01,1106.9361276152504,1043.0,6.130021823130429
2013-12-01,2013-08-01,2014-12-01,1099.678881273729,1087.0,1.1664104207662442
2014-01-01,2013-11-01,2015-01-01,1476.0107465912195,1081.0,36.54123465228672
2014-02-01,2013-12-01,2015-02-01,1017.9961144266668,908.0,12.11410951835538
2014-03-01,2014-01-01,2015-03-01,859.4555034167257,944.0,8.955984807550243
2014-04-01,2014-02-01,2015-04-01,839.6624182655786,1165.0,27.925972681066213
2014-05-01,2014-03-01,2015-05-01,881.5299190870772,1069.0,17.53695798998342
2014-06-01,2014-04-01,2015-06-01,1409.1596767543401,1204.0,17.03984026198838
2014-07-01,2014-05-01,2015-07-01,1111.6017576186837,1161.0,4.254801238700804
2014-08-01,2014-06-01,2015-08-01,971.2036364345395,1132.0,14.204625756666122
2014-09-01,2014-07-01,2015-09-01,1374.6367747200118,1191.0,15.418704846348597
2014-10-01,2014-08-01,2015-10-01,1046.0640671718372,1062.0,1.5005586467196588
2014-11-01,2014-09-01,2015-11-01,1231.7317502198443,1179.0,4.472582715847697
2014-12-01,2014-10-01,2015-12-01,1101.3931471625576,1143.0,3.640144605200558
2015-01-01,2014-11-01,2016-01-01,944.9215581082383,1120.0,15.632003740335868
2015-02-01,2014-12-01,2016-02-01,1156.8750217267477,1194.0,3.1092946627514473
2015-03-01,2015-01-01,2016-03-01,1301.1667794563182,1099.0,18.39552133360493
2015-04-01,2015-02-01,2016-04-01,862.1397204433802,1167.0,26.123417271347034
2015-05-01,2015-03-01,2016-05-01,898.7652345447817,1135.0,20.813635722926723
2015-06-01,2015-04-01,2016-06-01,1258.2672543470744,1186.0,6.093360400259225
2015-07-01,2015-05-01,2016-07-01,1097.5468541418018,1212.0,9.443328866187974
2015-08-01,2015-06-01,2016-08-01,1546.5163654931234,1150.0,34.479683955923775
2015-09-01,2015-07-01,2016-09-01,1349.7998054314405,1054.0,28.064497669017126
2015-10-01,2015-08-01,2016-10-01,1346.4592016900265,1340.0,0.4820299768676474
2015-11-01,2015-09-01,2016-11-01,1456.2879165675026,1102.0,32.14953870848481
2015-12-01,2015-10-01,2016-12-01,1038.2557762346933,1279.0,18.822847831532975
2016-01-01,2015-11-01,2017-01-01,1401.558761416895,1251.0,12.035072855067554
2016-02-01,2015-12-01,2017-02-01,1235.0911621793225,1303.0,5.211729686928434
2016-03-01,2016-01-01,2017-03-01,1121.5895446313516,1203.0,6.767286398058886
2016-04-01,2016-02-01,2017-04-01,1612.6193561470348,1156.0,39.49994430337671
2016-05-01,2016-03-01,2017-05-01,1270.8295429737545,1122.0,13.264665149175983
2016-06-01,2016-04-01,2017-06-01,1149.0903937215533,1213.0,5.2687226940186935
2016-07-01,2016-05-01,2017-07-01,1294.0249461944372,1190.0,8.7415921171796
2016-08-01,2016-06-01,2017-08-01,1161.59950243816,1183.0,1.809002329825865
2016-09-01,2016-07-01,2017-09-01,1290.1939149356606,1135.0,13.673472681555998
2016-10-01,2016-08-01,2017-10-01,1153.7783723233913,1256.0,8.138664623933813
2016-11-01,2016-09-01,2017-11-01,902.6214430407091,1299.0,30.514130635819157
2016-12-01,2016-10-01,2017-12-01,1689.1957760820778,1209.0,39.7184264749444
2017-01-01,2016-11-01,2018-01-01,1002.5538319581378,1329.0,24.563293306385415
2017-02-01,2016-12-01,2018-02-01,1307.7609485817604,1295.0,0.9854014348849754
2017-03-01,2017-01-01,2018-03-01,1399.3568415927268,1336.0,4.742278562329852
2017-04-01,2017-02-01,2018-04-01,1381.3808640814407,1286.0,7.416863458898964
2017-05-01,2017-03-01,2018-05-01,1345.8735054798433,1337.0,0.6636877696217868
2017-06-01,2017-04-01,2018-06-01,1181.4028520018787,1158.0,2.020971675464484
2017-07-01,2017-05-01,2018-07-01,1061.3222820811066,1174.0,9.597761321881896
2017-08-01,2017-06-01,2018-08-01,1244.8312452428002,1268.0,1.8271888609779061
2017-09-01,2017-07-01,2018-09-01,1080.4303267324506,1210.0,10.708237460128052
2017-10-01,2017-08-01,2018-10-01,1198.9448470230323,1217.0,1.483578716266865
2017-11-01,2017-09-01,2018-11-01,1207.8784005729335,1256.0,3.8313375340021083
2017-12-01,2017-10-01,2018-12-01,1247.038757630287,1078.0,15.68077529037912
2018-01-01,2017-11-01,2019-01-01,1493.9288516911513,1273.0,17.35497656646907
2018-02-01,2017-12-01,2019-02-01,1109.0711908518217,1142.0,2.8834333754972232
2018-03-01,2018-01-01,2019-03-01,1439.3157781633256,1168.0,23.229090596175137
2018-04-01,2018-02-01,2019-04-01,1177.9807128247546,1281.0,8.042098920784182
2018-05-01,2018-03-01,2019-05-01,1488.7378380719306,1265.0,17.686785618334433
2018-06-01,2018-04-01,2019-06-01,1445.5727027719763,1241.0,16.48450465527609
2018-07-01,2018-05-01,2019-07-01,1675.1929321635273,1215.0,37.87596149494052
2018-08-01,2018-06-01,2019-08-01,1115.1165362779197,1386.0,19.54426145180954
2018-09-01,2018-07-01,2019-09-01,1148.4746598304328,1266.0,9.2832022250843
2018-10-01,2018-08-01,2019-10-01,1423.4487682033696,1323.0,7.592499486271322
2018-11-01,2018-09-01,2019-11-01,1253.1888728116128,1375.0,8.858991068246343
2018-12-01,2018-10-01,2019-12-01,1186.1988945872668,1626.0,27.048038463267726
2019-01-01,2018-11-01,2020-01-01,1203.3050343825373,1624.0,25.90486241486839
2019-02-01,2018-11-01,2020-02-01,1199.6268263938352,1564.0,23.297517494000303
2019-03-01,2018-12-01,2020-03-01,933.0619921835114,1276.0,26.876019421354908
2019-04-01,2019-02-01,2020-04-01,1028.6286477351034,934.0,10.131546866713427
2019-05-01,2019-03-01,2020-05-01,953.0565245132726,1011.0,5.731303213326151
2019-06-01,2019-04-01,2020-06-01,1198.68671134154,1220.0,1.7469908736442539
2019-07-01,2019-05-01,2020-07-01,1199.2560522885674,1492.0,19.620908023554463
2019-08-01,2019-06-01,2020-08-01,1343.8938875340002,1388.0,3.17767380878961
2019-09-01,2019-07-01,2020-09-01,1199.2189900381702,1459.0,17.805415350365305
2019-10-01,2019-08-01,2020-10-01,1470.3323088964412,1528.0,3.774063553897828
2019-11-01,2019-09-01,2020-11-01,1279.7427253279284,1578.0,18.90096797668388
2019-12-01,2019-10-01,2020-12-01,1445.2904210600036,1680.0,13.97080827023788
2020-01-01,2019-11-01,2021-01-01,1583.308460211299,1584.0,0.04365781494324451
2020-02-01,2019-12-01,2021-02-01,2397.043828941598,1457.0,64.51913719571708
2020-03-01,2020-01-01,2021-03-01,1964.4254095837941,1733.0,13.35403402099216
