origin,anchor,target,forecast,actual,ape
2020-11-01,2020-09-01,2021-11-01,1419.501447307477,782.0,81.52192420811727
2020-12-01,2020-10-01,2021-12-01,1562.30939451923,816.0,91.45948462245465
2021-01-01,2020-11-01,2022-01-01,1116.5923998285527,809.0,38.02131023838724
2021-02-01,2020-12-01,2022-02-01,1132.3839990729946,784.0,44.43673457563707
2021-03-01,2021-01-01,2022-03-01,1226.1875621164468,710.0,72.70247353752771
2021-04-01,2021-02-01,2022-04-01,855.4241389144217,612.0,39.77518609712774
2021-05-01,2021-03-01,2022-05-01,1220.7190815264535,639.0,91.03585000413982
2021-06-01,2021-04-01,2022-06-01,1228.3483830836196,564.0,117.79226650418788
2021-07-01,2021-05-01,2022-07-01,728.8455746061695,535.0,36.23281768339617
2021-08-01,2021-06-01,2022-08-01,544.2944041272121,634.0,14.149147614004393
2021-09-01,2021-07-01,2022-09-01,540.4117074839561,552.0,2.0993283543557806
2021-10-01,2021-08-01,2022-10-01,436.58179644942345,586.0,25.4979869540233
2021-11-01,2021-09-01,2022-11-01,522.9724423239566,592.0,11.66006041825058
2021-12-01,2021-10-01,2022-12-01,430.53309178717916,615.0,29.994619221596885
2022-01-01,2021-11-01,2023-01-01,684.092936234454,653.0,4.761552256424807
2022-02-01,2021-12-01,2023-02-01,753.1798150435698,633.0,18.98575277149601
2022-03-01,2022-01-01,2023-03-01,715.3229459728057,639.0,11.944123000439069
2022-04-01,2022-02-01,2023-04-01,798.2359542246734,656.0,21.6823100952246
2022-05-01,2022-03-01,2023-05-01,573.9581516387652,736.0,22.01655548386342
2022-06-01,2022-04-01,2023-06-01,436.88689267932006,687.0,36.40656583998253
2022-07-01,2022-05-01,2023-07-01,558.6581999947606,727.0,23.155680881050813
2022-08-01,2022-06-01,2023-08-01,428.3414918139508,645.0,33.590466385433984
2022-09-01,2022-07-01,2023-09-01,363.56679315102565,682.0,46.691086048236706
2022-10-01,2022-08-01,2023-10-01,576.3330797524326,689.0,16.35223806205623
2022-11-01,2022-09-01,2023-11-01,396.50320121820494,607.0,34.678220557132626
2022-12-01,2022-10-01,2023-12-01,485.12733097229295,634.0,23.481493537493225
2023-01-01,2022-11-01,2024-01-01,427.84765171538874,683.0,37.3575912568977
2023-02-01,2022-12-01,2024-02-01,442.17165487114204,653.0,32.28611717134119
2023-03-01,2023-01-01,2024-03-01,508.5948414028322,681.0,25.31646969121407
2023-04-01,2023-02-01,2024-04-01,493.1805779757466,706.0,30.144394054426826
2023-05-01,2023-03-01,2024-05-01,565.0893457846819,670.0,15.658306599301211
2023-06-01,2023-04-01,2024-06-01,711.3472542066079,683.0,4.150403251333512
2023-07-01,2023-05-01,2024-07-01,867.9291270581814,732.0,18.56955287680074
2023-08-01,2023-06-01,2024-08-01,864.7966042907899,687.0,25.880146184976695
2023-09-01,2023-07-01,2024-09-01,1039.7090187019217,715.0,45.41384876949953
2023-10-01,2023-08-01,2024-10-01,658.07478039247,632.0,4.125756391213602
2023-11-01,2023-09-01,2024-11-01,872.8451861583279,669.0,30.470132460138704
2023-12-01,2023-10-01,2024-12-01,832.2639732352238,702.0,18.55612154347918
2024-01-01,2023-11-01,2025-01-01,624.98103582595,665.0,6.017889349481201
2024-02-01,2023-12-01,2025-02-01,656.9098244123327,641.0,2.4820318895994826
2024-03-01,2024-01-01,2025-03-01,719.7463643757785,656.0,9.717433593868675
2024-04-01,2024-02-01,2025-04-01,677.1333920814943,701.0,3.404651628888114
2024-05-01,2024-03-01,2025-05-01,733.5016153891587,622.0,17.926304724945126
2024-06-01,2024-04-01,2025-06-01,769.1700636410816,665.0,15.664671224222795
